name,text
Casa Molina,"For four months, my husband and I planned our 40th anniversary party at another restaurant. One week prior to the party, they told us that they had double-booked and we were out of luck! What was I going to do? I went into Casa Molina and Gilbert, the manager, calmly asked, ""What can we do to make this happen?""

He listened to what we had planned at the other restaurant. With most of the items on my list, he said they could accommodate our wishes. If they couldn't, he offered reasonable alternatives. 

There was exceptional communication among the staff. Over the next frantic week, there were several phone calls and personal visits between us. Everyone I talked to already knew our expectations for the party. 

Lisa gave us excellent advice on human nature - where guests were most likely to congregate, etc. We based our seating arrangement on her recommendations and it was very comfortable and functional. 

Even though it was an inconvenience for them, they removed items from the patio that weren't needed for our party such as heaters, serving shelves, etc. Gilbert arranged for chairs to be delivered from the restaurant that had dumped us because we had purchased chair covers for banquet chairs. 

We were allowed to decorate early in the day but then it rained! Gilbert offered to dry the tablecloths for us but fortunately, that wasn't necessary. 

Several of our guests commented on how friendly and accommodating the staff was. They went above and beyond and the party was perfect! Thank you so much!"
Casa Molina,"This is our family restaurant. Every friday we are there. Its great when you walk in and can have the same server who knows your order without even asking. When he brings you a bowl of the salsa you like, Jorge knows my dad likes the hot stuff, and me I like a bowl of stewed tomatoes, which he brings to the table as soon as we sit down.  I always get the chicken chimichanga. ITS HUGE and amazing! My dad always has the red chili burro or chili con carne. Some days its good some days its not hot at all. But we always love how friendly everyone is."
Cafe Poca Cosa,"Best restaurant in Tucson! Make reservations and arrive on time. Order the plata Poca Cosa and enjoy the food! Their drinks are really good too, especially the Cadillac margarita."
Whata Burro,"This review is for our take out experience. We ordered the percheron bacon wrapped burro and the Sonoran bacon wrapped burro. 

The marinate of the meat is great. Not like Mexico but close! And common, the bacon is enginuity at it's food trucks finest. They had Mexican sodas and horchata for sale. There are only maybe 6 small tables and 5 tall bar stools to eat on site. The parking is difficult when it's rush hour and is shared with the liquor store next door. We waited 15 to 20 minutes for 2 burros and it wasn't too busy. 

They also have salsas, lemons and plastic cutlery for your convenience. One and done place. LOVED the burro! But my arteries will appreciate not going back."
Tanias 33 Mexican Food,"Feeling fortunate a local suggested we visit Tania's. Delicious food, friendly woman at the counter, clean bathrooms, very fair price. 
We ordered tacos, an enchilada and tamales, all accompanied by rice, beans and a drink from the cooler. The el pastor was especially tasty, with grilled pineapple and cilantro added to the pork."
Costa Vida Fresh Mexican Grill,I loveeeee costa vida! Salads are my favorite with the shredded beef and the tomatillo ranch - not to mention it's quick and convenient!
Costa Vida Fresh Mexican Grill,"I love this place. The service is consistently fabulous. They cook the steak perfectly, tender and flavorful. The sweet pork is too sweet for me.  The grilled chicken is great,  too!  Portions are large, tortillas are fresh-cooked, and there is something for everyone.  The amazing service is just icing on the cake."
Cafe Poca Cosa,You must try the mole negro and the agua Fresca of the day. One of my favorite spots downtown.
Cafe Poca Cosa,Probably the best mexican food I've ever eaten!  The menu changes daily so I suggest you get the sampler plate.  All the flavors were so unique and each dish was a masterpiece.  You won't find more refined Mexican food anywhere.  I wish they had one of these in SF. =(
Cafe Poca Cosa,"One of our beat dining experiences ever! Our waitress was great, the menu phenomenal! The presentation of the food was gorgeous! The atmosphere completely relaxing and comfortable! And the food was over the top! Fantastic! Melt in your mouth delicious from first to last bite! We would recommend this to anyone and everyone! A must when you are in Tucson!"
Cafe Poca Cosa,"The best Mexican food place in Tucson, possibly in the state ;) Go hungry. Comb your hair, dress just a little above casual, and get a big margarita and the chef's choice plate. Order desert. You won't be sorry."
Taco Giro Mexican Grill - W Valencia,"This is where we bring our guests from out of town to experience the local cuisine.  We have never had a bad meal here, and the service is great!  My mother is diabetic and prefers veggies to rice and beans and she is always accommodated.  Haven't tried breakfast here yet but I'll bet it's good."
El Taco Tote,"I love this little place, great flavors of food and big portions and the condiment bar is big."
Cafe Poca Cosa,"Plato Poca Cosa ...the chef's choice plate is 3 samplings (but very sizeable) of what's on the menu for the time being + very large salad.  Very tasty and delectable, not to mention the presentation of their meals are spectacular -- use of color, placement on plate... its edible art.  The house salsa was SO GOOD.  I couldn't stop eating chips & salsa even after my meal arrived.   

  Their menu changes twice a day? Something like that.  It's a spoken menu so make sure to pay attention because I wasn't...but I already know going in that I wanted the Chef's plate.  I was warned by a friend that I'll walk out feeling very stuffed and that was very true.

The El Patron Margarita was divine.  I wanted a 2nd glass but it was time to drive home so that was a no-go."
Sir Veza's Taco Garage,I enjoyed the food. I always have a fish taco when I eat here. I can't complain about the service. I had it delivered.
Cafe Poca Cosa,Lucy is amazing! I called the restaurant and asked a huge favor of her and she took the extra time to help me. I will forever be grateful! Thank you Lucy!!
Tanias 33 Mexican Food,I can see why this place has been around for years!! The owner has the best customer service skills.  Cheap prices.  Only thing I didn't like we're the tamales from freezer.  Everything else is great
El Minuto Cafe,As good as it gets for local Sonoran fare. Love the abondiga soup. Super nice family runs the place.
